URL,Faculty Name,Tab Name,Row Data
https://christuniversity.in/computer-science/faculty-details/NjgyOA==/NjI=,Dr  SRIDEVI R,Articles in Journals,"['Sl.No.', 'Title', 'Name of Journal', 'Date of Publication', 'Volume No/Issue No/Page No', '']"
https://christuniversity.in/computer-science/faculty-details/NjgyOA==/NjI=,Dr  SRIDEVI R,Articles in Journals,"['1', 'Design of automatic follicle detection and ovarian classification system for ultrasound ovarian images', 'Multimedia Tools and Applications', '18-Dec-2024', '/  / -', '']"
https://christuniversity.in/computer-science/faculty-details/NjgyOA==/NjI=,Dr  SRIDEVI R,Articles in Journals,"['Additional informationCategoryArticle in Research JournalSole Authored /Co AuthoredCo-AuthorAuthor Name (s)SRIDEVI R,SARANYA RTitle of ArticleDesign of automatic follicle detection and ovarian classification system for ultrasound ovarian imagesName of JournalMultimedia Tools and ApplicationsVolume NoIssue NoPage No-URLhttps://link.springer.com/journal/11042Indexing AgencyScopusDate of Publication18-Dec-2024', 'Category', 'Article in Research Journal', 'Sole Authored /Co Authored', 'Co-Author', 'Author Name (s)', 'SRIDEVI R,SARANYA R', 'Title of Article', 'Design of automatic follicle detection and ovarian classification system for ultrasound ovarian images', 'Name of Journal', 'Multimedia Tools and Applications', 'Volume No', '', 'Issue No', '', 'Page No', '-', 'URL', 'https://link.springer.com/journal/11042', 'Indexing Agency', 'Scopus', 'Date of Publication', '18-Dec-2024']"
https://christuniversity.in/computer-science/faculty-details/NjgyOA==/NjI=,Dr  SRIDEVI R,Articles in Journals,"['Category', 'Article in Research Journal']"
https://christuniversity.in/computer-science/faculty-details/NjgyOA==/NjI=,Dr  SRIDEVI R,Articles in Journals,"['Sole Authored /Co Authored', 'Co-Author']"
https://christuniversity.in/computer-science/faculty-details/NjgyOA==/NjI=,Dr  SRIDEVI R,Articles in Journals,"['Author Name (s)', 'SRIDEVI R,SARANYA R']"
https://christuniversity.in/computer-science/faculty-details/NjgyOA==/NjI=,Dr  SRIDEVI R,Articles in Journals,"['Title of Article', 'Design of automatic follicle detection and ovarian classification system for ultrasound ovarian images']"
https://christuniversity.in/computer-science/faculty-details/NjgyOA==/NjI=,Dr  SRIDEVI R,Articles in Journals,"['Name of Journal', 'Multimedia Tools and Applications']"
https://christuniversity.in/computer-science/faculty-details/NjgyOA==/NjI=,Dr  SRIDEVI R,Articles in Journals,"['Volume No', '']"
https://christuniversity.in/computer-science/faculty-details/NjgyOA==/NjI=,Dr  SRIDEVI R,Articles in Journals,"['Issue No', '']"
https://christuniversity.in/computer-science/faculty-details/NjgyOA==/NjI=,Dr  SRIDEVI R,Articles in Journals,"['Page No', '-']"
https://christuniversity.in/computer-science/faculty-details/NjgyOA==/NjI=,Dr  SRIDEVI R,Articles in Journals,"['URL', 'https://link.springer.com/journal/11042']"
https://christuniversity.in/computer-science/faculty-details/NjgyOA==/NjI=,Dr  SRIDEVI R,Articles in Journals,"['Indexing Agency', 'Scopus']"
https://christuniversity.in/computer-science/faculty-details/NjgyOA==/NjI=,Dr  SRIDEVI R,Articles in Journals,"['Date of Publication', '18-Dec-2024']"
https://christuniversity.in/computer-science/faculty-details/NjgyOA==/NjI=,Dr  SRIDEVI R,Articles in Journals,"['2', 'Machine Learning and Deep Learning Analysis of Vehicle Carbon Footprint', 'International Journal of Environmental Impacts', '28-Jun-2024', '7 / 2 / 287-292', '']"
